temperature,pressure,humidity,gas,aqi,time_stamp_esp,time_stamp_server
39.8,1012,20.78,69,43229,62.15,2026-01-27T05:42:31.356748291Z
39.8,1012,20.78,69,43231,62.64,2026-01-27T05:42:33.205199883Z
39.79,1012,20.77,69,43233,62.64,2026-01-27T05:42:35.043783033Z
39.79,1012,20.75,70,43235,61.91,2026-01-27T05:42:36.887952579Z
39.78,1012,20.74,70,43236,61.91,2026-01-27T05:42:38.733439309Z
39.77,1012,20.71,70,43238,62.64,2026-01-27T05:42:41.596154127Z
39.73,1012,20.71,68,43241,62.64,2026-01-27T05:42:43.438564153Z
39.68,1012,20.77,67,43244,61.67,2026-01-27T05:42:45.902130837Z
39.66,1012,20.81,68,43245,62.39,2026-01-27T05:42:47.745788768Z
39.63,1012,20.82,68,43247,62.88,2026-01-27T05:42:49.790535795Z
39.61,1012,20.82,68,43249,63.13,2026-01-27T05:42:51.736844508Z
39.59,1012,20.82,69,43251,62.88,2026-01-27T05:42:53.792653553Z
39.57,1012,20.83,68,43253,61.18,2026-01-27T05:42:55.625759248Z
39.56,1012,20.85,69,43255,61.18,2026-01-27T05:42:57.47114116Z
39.55,1012,20.84,69,43257,61.67,2026-01-27T05:43:00.542352317Z
39.51,1012,20.87,67,43260,61.91,2026-01-27T05:43:02.487791435Z
39.49,1012,20.89,68,43262,62.64,2026-01-27T05:43:04.338949304Z
39.48,1012,20.87,68,43264,61.91,2026-01-27T05:43:06.177806106Z
39.48,1012,20.86,69,43266,62.39,2026-01-27T05:43:07.920420051Z
39.48,1012,20.86,69,43267,61.18,2026-01-27T05:43:09.7599071Z
39.48,1012,20.88,69,43269,61.91,2026-01-27T05:43:11.604664307Z
39.48,1012,20.88,70,43271,60.94,2026-01-27T05:43:13.450538588Z
39.48,1012,20.88,70,43273,62.64,2026-01-27T05:43:15.285211663Z
39.48,1012,20.87,70,43275,61.67,2026-01-27T05:43:17.542057131Z
39.47,1012,20.87,69,43277,60.94,2026-01-27T05:43:19.586669307Z
39.46,1012,20.85,69,43279,59.99,2026-01-27T05:43:21.430880237Z
39.46,1012,20.84,70,43281,61.18,2026-01-27T05:43:23.281966791Z
39.45,1012,20.85,70,43283,61.18,2026-01-27T05:43:25.116035975Z
39.45,1012,20.86,70,43285,59.76,2026-01-27T05:43:26.964081998Z
39.45,1012,20.84,71,43286,60.23,2026-01-27T05:43:28.813465584Z
39.44,1012,20.83,71,43288,61.91,2026-01-27T05:43:30.652936668Z
39.44,1012,20.84,71,43290,61.67,2026-01-27T05:43:32.698291497Z
39.42,1012,20.88,70,43292,61.42,2026-01-27T05:43:34.53612741Z
39.41,1012,20.89,70,43294,62.88,2026-01-27T05:43:36.693766403Z
39.4,1012,20.92,69,43296,62.64,2026-01-27T05:43:38.840844624Z
39.39,1012,20.93,70,43298,61.18,2026-01-27T05:43:40.680401174Z
39.39,1012,20.94,70,43300,60.94,2026-01-27T05:43:42.627002304Z
39.38,1012,20.94,70,43302,61.18,2026-01-27T05:43:44.575932016Z
39.38,1012,20.93,70,43304,61.67,2026-01-27T05:43:46.521196516Z
39.37,1012,20.94,70,43306,61.67,2026-01-27T05:43:48.469341829Z
39.37,1012,20.93,71,43308,62.88,2026-01-27T05:43:50.309739607Z
39.37,1012,20.94,71,43310,62.64,2026-01-27T05:43:52.151508332Z
39.36,1012,20.96,71,43312,62.15,2026-01-27T05:43:53.992418986Z
39.35,1012,21.02,70,43314,61.91,2026-01-27T05:43:56.557936043Z
39.34,1012,21.06,70,43316,61.42,2026-01-27T05:43:58.398307255Z
39.34,1012,21.08,70,43318,59.99,2026-01-27T05:44:00.143992843Z
39.34,1012,21.07,71,43320,61.18,2026-01-27T05:44:02.089187885Z
39.34,1012,21.1,71,43322,60.94,2026-01-27T05:44:04.02936813Z
39.34,1012,21.12,71,43323,60.94,2026-01-27T05:44:05.870874036Z
39.32,1012,21.17,69,43326,61.67,2026-01-27T05:44:08.538349703Z
39.32,1012,21.18,69,43328,62.39,2026-01-27T05:44:10.479172585Z
39.32,1012,21.18,70,43330,60.23,2026-01-27T05:44:12.432776027Z
39.32,1012,21.18,70,43332,60.94,2026-01-27T05:44:14.375940693Z
39.32,1012,21.18,70,43334,61.91,2026-01-27T05:44:16.218841472Z
39.32,1012,21.17,70,43336,61.91,2026-01-27T05:44:18.057446187Z
39.33,1012,21.19,70,43338,61.67,2026-01-27T05:44:19.904168585Z
39.33,1012,21.2,71,43339,62.15,2026-01-27T05:44:21.746803814Z
39.34,1012,21.19,71,43341,61.91,2026-01-27T05:44:23.59370893Z
39.34,1012,21.2,71,43343,61.67,2026-01-27T05:44:25.736852568Z
39.34,1012,21.21,71,43345,62.39,2026-01-27T05:44:28.604497434Z
39.33,1012,21.23,68,43348,59.99,2026-01-27T05:44:30.555193721Z
39.33,1012,21.26,69,43350,62.64,2026-01-27T05:44:32.395318732Z
39.34,1012,21.28,69,43352,62.39,2026-01-27T05:44:34.342048036Z
39.34,1012,21.27,69,43354,62.39,2026-01-27T05:44:36.391891484Z
39.35,1012,21.28,69,43356,62.15,2026-01-27T05:44:41.199138583Z
39.32,1012,21.42,65,43361,62.39,2026-01-27T05:44:43.047176759Z
39.32,1012,21.43,66,43363,61.67,2026-01-27T05:44:44.994752147Z
39.33,1012,21.41,66,43364,62.39,2026-01-27T05:44:46.838464782Z
39.35,1012,21.38,67,43366,62.15,2026-01-27T05:44:48.571810932Z
39.37,1012,21.34,68,43368,61.91,2026-01-27T05:44:50.31508736Z
39.39,1012,21.32,69,43370,61.91,2026-01-27T05:44:52.059364337Z
39.41,1012,21.28,69,43372,61.42,2026-01-27T05:44:53.901869608Z
39.43,1012,21.25,69,43373,60.94,2026-01-27T05:44:55.742641336Z
39.45,1012,21.24,69,43375,61.42,2026-01-27T05:44:57.583250793Z
39.47,1012,21.26,69,43377,60.94,2026-01-27T05:44:59.430413551Z
39.49,1012,21.25,70,43379,61.67,2026-01-27T05:45:01.274781477Z
39.51,1012,21.24,70,43381,61.18,2026-01-27T05:45:03.101180529Z
39.53,1012,21.23,70,43383,61.18,2026-01-27T05:45:04.957287776Z
39.55,1012,21.22,70,43385,61.18,2026-01-27T05:45:07.005904669Z
39.57,1012,21.21,70,43387,60.94,2026-01-27T05:45:08.949187503Z
39.58,1012,21.19,70,43389,60.94,2026-01-27T05:45:10.901361148Z
39.6,1012,21.15,70,43390,61.18,2026-01-27T05:45:12.740843115Z
39.62,1012,21.14,70,43392,60.23,2026-01-27T05:45:14.687826649Z
39.64,1012,21.12,70,43394,61.42,2026-01-27T05:45:16.630241782Z
39.66,1012,21.09,70,43396,61.42,2026-01-27T05:45:18.685810274Z
39.68,1012,21.09,69,43398,62.88,2026-01-27T05:45:20.623665749Z
39.7,1012,21.08,70,43400,62.39,2026-01-27T05:45:22.467781774Z
39.72,1012,21.05,70,43402,62.39,2026-01-27T05:45:24.416055645Z
39.74,1012,21.03,70,43404,62.64,2026-01-27T05:45:26.371226584Z
39.76,1012,21.03,70,43406,61.67,2026-01-27T05:45:28.302724181Z
39.78,1012,21.0,70,43408,62.39,2026-01-27T05:45:30.255031252Z
39.8,1012,21.0,70,43410,62.15,2026-01-27T05:45:32.099457941Z
39.81,1012,20.98,70,43412,61.91,2026-01-27T05:45:34.147333873Z
39.83,1012,20.98,70,43414,62.64,2026-01-27T05:45:39.773811749Z
39.81,1012,21.13,63,43419,62.39,2026-01-27T05:45:41.820463012Z
39.82,1012,21.11,64,43421,61.67,2026-01-27T05:45:44.790260323Z
39.82,1012,21.12,63,43424,61.91,2026-01-27T05:45:46.639818994Z
39.84,1012,21.11,64,43426,62.39,2026-01-27T05:45:48.481288591Z
39.86,1012,21.06,65,43428,61.91,2026-01-27T05:45:50.43183153Z
39.88,1012,21.01,66,43430,61.91,2026-01-27T05:45:52.267822256Z
39.91,1012,20.97,66,43432,62.39,2026-01-27T05:45:54.209838438Z
39.93,1012,20.95,66,43434,61.42,2026-01-27T05:45:56.059823254Z
39.96,1012,20.91,67,43436,61.67,2026-01-27T05:45:57.998957744Z
39.97,1012,20.91,65,43438,61.18,2026-01-27T05:46:00.624485585Z
40.0,1012,20.9,66,43440,62.39,2026-01-27T05:46:02.512822111Z
40.02,1012,20.89,67,43442,61.18,2026-01-27T05:46:04.352533903Z
40.05,1012,20.89,67,43444,61.18,2026-01-27T05:46:06.193472563Z
40.07,1012,20.89,67,43446,61.67,2026-01-27T05:46:08.242614665Z
40.09,1012,20.88,67,43448,61.42,2026-01-27T05:46:10.287772354Z
40.11,1012,20.84,67,43450,62.15,2026-01-27T05:46:12.344487106Z
40.13,1012,20.79,67,43452,62.15,2026-01-27T05:46:14.089183475Z
40.16,1012,20.75,68,43454,59.99,2026-01-27T05:46:15.922784177Z
40.16,1012,20.75,65,43457,61.67,2026-01-27T05:46:19.20205005Z
40.17,1012,20.73,66,43459,59.99,2026-01-27T05:46:21.042121992Z
40.19,1012,20.7,66,43461,61.91,2026-01-27T05:46:22.988290881Z
40.21,1012,20.7,66,43463,60.7,2026-01-27T05:46:25.037658853Z
40.23,1012,20.71,67,43465,61.42,2026-01-27T05:46:26.981381625Z
40.24,1012,20.67,67,43466,61.67,2026-01-27T05:46:28.827969808Z
40.26,1012,20.63,67,43468,61.91,2026-01-27T05:46:30.670022796Z
40.28,1012,20.6,68,43470,62.39,2026-01-27T05:46:32.518618954Z
40.3,1012,20.56,68,43472,61.42,2026-01-27T05:46:34.460816909Z
40.32,1012,20.5,68,43474,60.94,2026-01-27T05:46:36.300291414Z
40.34,1012,20.46,68,43476,61.42,2026-01-27T05:46:38.147904976Z
40.35,1012,20.41,69,43478,61.42,2026-01-27T05:46:40.087162128Z
40.36,1012,20.39,68,43480,60.94,2026-01-27T05:46:41.932618043Z
40.38,1012,20.37,69,43481,59.76,2026-01-27T05:46:43.778014809Z
40.39,1012,20.35,69,43483,61.67,2026-01-27T05:46:45.61966954Z
40.4,1012,20.36,69,43485,61.91,2026-01-27T05:46:47.563765723Z
40.4,1012,20.39,69,43487,61.91,2026-01-27T05:46:49.506465042Z
40.41,1012,20.39,69,43489,61.67,2026-01-27T05:46:51.317320439Z
40.41,1012,20.38,69,43491,62.39,2026-01-27T05:46:54.319795128Z
40.4,1012,20.39,67,43494,61.42,2026-01-27T05:46:56.172162853Z
40.4,1012,20.38,67,43496,62.15,2026-01-27T05:46:58.008292746Z
40.41,1012,20.37,68,43497,62.39,2026-01-27T05:46:59.951818721Z
40.41,1012,20.35,68,43499,62.15,2026-01-27T05:47:01.794540528Z
40.42,1012,20.34,68,43501,61.42,2026-01-27T05:47:03.843753986Z
40.42,1012,20.32,68,43503,61.91,2026-01-27T05:47:05.793152515Z
40.42,1012,20.31,68,43505,61.18,2026-01-27T05:47:07.738767936Z
40.42,1012,20.3,68,43507,61.91,2026-01-27T05:47:09.583724284Z
40.43,1012,20.29,69,43509,60.23,2026-01-27T05:47:11.420776779Z
40.43,1012,20.27,69,43511,60.94,2026-01-27T05:47:13.365398391Z
40.42,1012,20.3,67,43514,60.94,2026-01-27T05:47:16.041449621Z
40.42,1012,20.31,67,43516,59.99,2026-01-27T05:47:17.871035415Z
40.42,1012,20.32,68,43517,61.67,2026-01-27T05:47:19.817924805Z
40.43,1012,20.33,68,43519,61.18,2026-01-27T05:47:21.665741691Z
40.43,1012,20.34,68,43521,60.94,2026-01-27T05:47:23.509855224Z
40.44,1012,20.34,68,43523,61.91,2026-01-27T05:47:25.352565364Z
40.44,1012,20.34,68,43525,60.94,2026-01-27T05:47:27.399947851Z
40.45,1012,20.36,68,43527,61.42,2026-01-27T05:47:29.345679856Z
40.45,1012,20.36,68,43529,60.7,2026-01-27T05:47:31.285942554Z
40.45,1012,20.36,68,43531,59.99,2026-01-27T05:47:33.136499305Z
40.46,1012,20.36,69,43533,59.29,2026-01-27T05:47:35.288219634Z
40.46,1012,20.36,68,43535,60.94,2026-01-27T05:47:37.024056498Z
40.47,1012,20.36,69,43536,61.18,2026-01-27T05:47:39.071784212Z
40.47,1012,20.35,68,43539,59.99,2026-01-27T05:47:40.910896625Z
40.48,1012,20.36,69,43540,59.52,2026-01-27T05:47:42.857139097Z
40.48,1012,20.34,68,43542,61.42,2026-01-27T05:47:44.701152513Z
40.47,1012,20.34,67,43545,61.18,2026-01-27T05:47:47.370275788Z
40.48,1012,20.34,67,43547,61.18,2026-01-27T05:47:49.308760474Z
40.48,1012,20.33,67,43549,59.76,2026-01-27T05:47:51.257440088Z
40.49,1012,20.32,68,43551,59.99,2026-01-27T05:47:53.101225075Z
40.5,1012,20.29,68,43553,60.7,2026-01-27T05:47:54.942842724Z
40.51,1012,20.29,68,43554,61.67,2026-01-27T05:47:56.789100841Z
40.52,1012,20.28,69,43556,61.91,2026-01-27T05:47:58.631888266Z
40.53,1012,20.28,69,43558,60.94,2026-01-27T05:48:00.783302795Z
40.54,1012,20.28,68,43560,62.15,2026-01-27T05:48:02.624192282Z
40.55,1012,20.3,68,43562,61.91,2026-01-27T05:48:04.366269455Z
40.56,1012,20.3,69,43564,61.91,2026-01-27T05:48:06.308011843Z
40.56,1012,20.33,68,43566,61.18,2026-01-27T05:48:08.463212946Z
40.57,1012,20.34,68,43568,60.94,2026-01-27T05:48:10.40876594Z
40.57,1012,20.32,68,43570,61.67,2026-01-27T05:48:12.208663109Z
40.58,1012,20.3,69,43572,59.29,2026-01-27T05:48:13.986517669Z
40.59,1012,20.29,69,43573,61.42,2026-01-27T05:48:15.933403958Z
40.59,1012,20.27,69,43576,60.23,2026-01-27T05:48:17.979618053Z
40.59,1012,20.27,67,43578,59.76,2026-01-27T05:48:20.747830057Z
40.58,1012,20.27,67,43580,59.29,2026-01-27T05:48:22.902883366Z
40.59,1012,20.24,67,43582,60.94,2026-01-27T05:48:24.841181734Z
40.59,1012,20.22,68,43584,60.94,2026-01-27T05:48:26.798328851Z
40.6,1012,20.18,68,43586,61.42,2026-01-27T05:48:28.840324578Z
40.6,1012,20.15,68,43588,61.42,2026-01-27T05:48:30.787411177Z
40.61,1012,20.15,68,43590,61.67,2026-01-27T05:48:32.629233982Z
40.62,1012,20.14,68,43592,59.99,2026-01-27T05:48:34.470032327Z
40.62,1012,20.15,68,43594,61.18,2026-01-27T05:48:36.316269629Z
40.63,1012,20.13,68,43596,59.99,2026-01-27T05:48:38.159920641Z
40.64,1012,20.11,69,43598,61.18,2026-01-27T05:48:39.950988352Z
40.65,1012,20.1,69,43599,60.94,2026-01-27T05:48:41.942366395Z
40.65,1012,20.09,69,43602,59.99,2026-01-27T05:48:44.099631451Z
40.65,1012,20.1,68,43604,61.18,2026-01-27T05:48:45.951391317Z
40.65,1012,20.09,69,43605,61.91,2026-01-27T05:48:47.789233264Z
40.65,1012,20.07,69,43607,61.42,2026-01-27T05:48:49.622920451Z
40.66,1012,20.06,69,43609,60.94,2026-01-27T05:48:51.573456325Z
40.66,1012,20.07,68,43611,60.94,2026-01-27T05:48:53.622187937Z
40.66,1012,20.07,69,43613,59.99,2026-01-27T05:48:55.565337829Z
40.66,1012,20.07,69,43615,61.18,2026-01-27T05:48:57.40800247Z
40.65,1012,20.08,69,43617,60.94,2026-01-27T05:48:59.454778746Z
40.65,1012,20.09,69,43619,61.42,2026-01-27T05:49:01.401038818Z
40.65,1012,20.09,69,43621,61.67,2026-01-27T05:49:03.251714009Z
40.65,1012,20.1,69,43623,59.99,2026-01-27T05:49:05.195957767Z
40.65,1012,20.14,69,43625,59.99,2026-01-27T05:49:07.035477931Z
40.65,1012,20.18,69,43627,59.99,2026-01-27T05:49:09.078018777Z
40.65,1012,20.19,69,43629,60.7,2026-01-27T05:49:11.129804757Z
40.65,1012,20.23,68,43631,60.94,2026-01-27T05:49:13.994461667Z
40.63,1012,20.27,66,43633,59.99,2026-01-27T05:49:15.799977416Z
40.62,1012,20.26,67,43635,60.7,2026-01-27T05:49:20.752647349Z
40.59,1012,20.41,62,43640,61.91,2026-01-27T05:49:22.598056202Z
40.57,1012,20.4,63,43642,61.91,2026-01-27T05:49:24.750755965Z
40.56,1012,20.41,63,43645,61.91,2026-01-27T05:49:26.906317093Z
40.56,1012,20.4,64,43646,61.18,2026-01-27T05:49:28.744176969Z
40.56,1012,20.38,65,43648,61.91,2026-01-27T05:49:30.593907252Z
40.56,1012,20.37,65,43650,60.94,2026-01-27T05:49:32.533345568Z
40.57,1012,20.37,66,43652,61.91,2026-01-27T05:49:34.480050413Z
40.57,1012,20.39,66,43654,61.91,2026-01-27T05:49:36.320916332Z
40.58,1012,20.36,66,43656,61.18,2026-01-27T05:49:38.365960411Z
40.58,1012,20.35,66,43658,59.99,2026-01-27T05:49:40.314456787Z
40.58,1012,20.31,66,43660,61.91,2026-01-27T05:49:42.263091841Z
40.59,1012,20.27,67,43662,62.15,2026-01-27T05:49:44.104614148Z
40.6,1012,20.24,67,43664,61.18,2026-01-27T05:49:46.05260832Z
40.6,1012,20.21,67,43666,60.23,2026-01-27T05:49:47.998887436Z
40.61,1012,20.21,67,43668,61.67,2026-01-27T05:49:50.04442056Z
40.61,1012,20.2,67,43670,60.94,2026-01-27T05:49:51.889472127Z
40.62,1012,20.18,67,43671,60.23,2026-01-27T05:49:53.725852357Z
40.63,1012,20.15,68,43673,62.39,2026-01-27T05:49:55.574694976Z
40.64,1012,20.12,68,43675,62.15,2026-01-27T05:49:57.412935597Z
40.63,1012,20.1,67,43677,61.18,2026-01-27T05:49:59.871781872Z
40.63,1012,20.08,67,43679,61.67,2026-01-27T05:50:01.710977812Z
40.64,1012,20.04,68,43681,60.23,2026-01-27T05:50:03.658233422Z
40.64,1012,20.01,68,43683,61.67,2026-01-27T05:50:05.511243256Z
40.64,1012,19.99,68,43685,61.42,2026-01-27T05:50:07.555416034Z
40.64,1012,19.99,68,43687,61.67,2026-01-27T05:50:09.501870309Z
40.63,1012,19.99,68,43689,61.91,2026-01-27T05:50:11.442091958Z
40.63,1012,20.01,68,43691,61.91,2026-01-27T05:50:14.31270444Z
40.61,1012,20.04,66,43694,61.42,2026-01-27T05:50:16.358332225Z
40.59,1012,20.05,66,43696,62.39,2026-01-27T05:50:18.204047803Z
40.58,1012,20.07,67,43698,61.91,2026-01-27T05:50:20.051068347Z
40.58,1012,20.08,68,43700,61.91,2026-01-27T05:50:21.887419656Z
40.57,1012,20.09,68,43701,61.67,2026-01-27T05:50:23.728129354Z
40.56,1012,20.09,68,43703,61.67,2026-01-27T05:50:25.877178464Z
40.55,1012,20.11,68,43705,60.94,2026-01-27T05:50:27.728397649Z
40.54,1012,20.12,68,43707,61.91,2026-01-27T05:50:29.468412062Z
40.53,1012,20.11,69,43709,62.64,2026-01-27T05:50:31.413365801Z
40.52,1012,20.12,68,43711,62.64,2026-01-27T05:50:33.356640467Z
40.51,1012,20.13,68,43713,62.15,2026-01-27T05:50:35.200874341Z
40.5,1012,20.13,69,43715,62.15,2026-01-27T05:50:37.039550563Z
40.49,1012,20.12,69,43717,62.64,2026-01-27T05:50:38.989030249Z
40.47,1012,20.12,69,43718,62.15,2026-01-27T05:50:40.937434797Z
40.46,1012,20.11,69,43720,61.42,2026-01-27T05:50:42.773852413Z
40.44,1012,20.11,69,43722,61.18,2026-01-27T05:50:44.621975957Z
40.43,1012,20.13,69,43724,61.42,2026-01-27T05:50:46.46565167Z
40.42,1012,20.14,70,43726,61.91,2026-01-27T05:50:48.264460651Z
40.4,1012,20.16,70,43728,61.42,2026-01-27T05:50:50.146267928Z
40.39,1012,20.19,70,43730,61.42,2026-01-27T05:50:51.991527012Z
40.38,1012,20.23,70,43731,62.39,2026-01-27T05:50:54.046446137Z
40.37,1012,20.26,69,43734,61.67,2026-01-27T05:50:55.984718482Z
40.36,1012,20.27,69,43735,62.15,2026-01-27T05:50:57.839764658Z
40.35,1012,20.25,70,43737,62.39,2026-01-27T05:50:59.673537119Z
40.35,1012,20.23,69,43739,61.91,2026-01-27T05:51:01.727164199Z
40.34,1012,20.21,69,43741,61.91,2026-01-27T05:51:03.639123607Z
40.34,1012,20.18,70,43743,62.64,2026-01-27T05:51:05.611689106Z
40.34,1012,20.15,70,43745,62.64,2026-01-27T05:51:07.563502021Z
40.34,1012,20.14,69,43747,62.39,2026-01-27T05:51:09.607380898Z
40.34,1012,20.15,69,43749,62.39,2026-01-27T05:51:11.549981502Z
40.34,1012,20.14,70,43751,62.39,2026-01-27T05:51:13.399916309Z
40.35,1012,20.14,70,43753,61.91,2026-01-27T05:51:15.087143454Z
40.36,1012,20.12,70,43755,62.88,2026-01-27T05:51:17.088747351Z
40.36,1012,20.14,70,43757,62.88,2026-01-27T05:51:18.928043289Z
40.37,1012,20.15,70,43758,61.42,2026-01-27T05:51:20.76680537Z
40.37,1012,20.16,70,43760,61.91,2026-01-27T05:51:22.61588867Z
40.38,1012,20.17,70,43762,61.91,2026-01-27T05:51:24.453399243Z
40.36,1012,20.21,68,43765,61.42,2026-01-27T05:51:27.320154784Z
40.36,1012,20.22,69,43767,62.15,2026-01-27T05:51:29.118493144Z
40.36,1012,20.2,69,43769,62.15,2026-01-27T05:51:31.110113749Z
40.36,1012,20.2,69,43771,62.39,2026-01-27T05:51:32.954684035Z
40.35,1012,20.2,69,43773,61.91,2026-01-27T05:51:34.903132397Z
40.36,1012,20.2,70,43774,61.67,2026-01-27T05:51:36.745340931Z
40.36,1012,20.18,70,43776,62.15,2026-01-27T05:51:38.539464437Z
40.36,1012,20.16,70,43778,61.67,2026-01-27T05:51:40.326532819Z
40.36,1012,20.16,70,43780,62.39,2026-01-27T05:51:42.170122594Z
40.36,1012,20.15,70,43782,61.91,2026-01-27T05:51:44.318020422Z
40.35,1012,20.18,70,43784,62.15,2026-01-27T05:51:46.271064143Z
40.34,1012,20.18,70,43786,61.42,2026-01-27T05:51:48.208270792Z
40.32,1012,20.18,69,43788,61.67,2026-01-27T05:51:50.357156295Z
40.31,1012,20.19,69,43790,60.7,2026-01-27T05:51:52.205465522Z
40.29,1012,20.21,70,43792,61.42,2026-01-27T05:51:54.152932884Z
40.27,1012,20.22,70,43794,60.94,2026-01-27T05:51:55.993255887Z
40.26,1012,20.23,70,43795,61.91,2026-01-27T05:51:57.839524943Z
40.24,1012,20.28,70,43797,61.42,2026-01-27T05:51:59.68514759Z
40.23,1012,20.31,70,43799,62.15,2026-01-27T05:52:01.623069928Z
40.22,1012,20.34,70,43801,63.13,2026-01-27T05:52:03.671645855Z
40.2,1012,20.39,69,43803,61.91,2026-01-27T05:52:05.625268414Z
40.19,1012,20.41,70,43805,61.67,2026-01-27T05:52:07.566348965Z
40.19,1012,20.43,70,43807,61.42,2026-01-27T05:52:09.506504656Z
40.18,1012,20.43,70,43809,59.99,2026-01-27T05:52:11.358165303Z
40.18,1012,20.46,70,43811,61.42,2026-01-27T05:52:13.199365825Z
40.17,1012,20.47,70,43813,60.94,2026-01-27T05:52:15.043410186Z
40.17,1012,20.48,70,43815,61.91,2026-01-27T05:52:16.983233356Z
40.17,1012,20.47,70,43816,61.67,2026-01-27T05:52:18.834509953Z
40.17,1012,20.49,70,43818,62.15,2026-01-27T05:52:20.875506324Z
40.16,1012,20.51,70,43820,62.39,2026-01-27T05:52:22.724997446Z
40.15,1012,20.51,70,43822,61.67,2026-01-27T05:52:24.463836976Z
40.15,1012,20.54,70,43824,62.15,2026-01-27T05:52:26.506656885Z
40.15,1012,20.58,70,43826,61.91,2026-01-27T05:52:28.356808082Z
40.15,1012,20.61,70,43828,61.42,2026-01-27T05:52:30.193523781Z
40.16,1012,20.62,70,43830,60.94,2026-01-27T05:52:32.034497717Z
40.16,1012,20.63,69,43832,62.15,2026-01-27T05:52:34.394061777Z
40.17,1012,20.61,69,43834,62.39,2026-01-27T05:52:36.10470272Z
40.19,1012,20.57,70,43836,61.42,2026-01-27T05:52:37.876367107Z
40.2,1012,20.56,70,43837,61.67,2026-01-27T05:52:39.71545328Z
40.22,1012,20.54,70,43839,61.91,2026-01-27T05:52:42.176855288Z
40.22,1012,20.53,69,43842,62.88,2026-01-27T05:52:44.121195165Z
40.22,1012,20.5,69,43844,61.91,2026-01-27T05:52:46.277523908Z
40.23,1012,20.49,69,43846,61.91,2026-01-27T05:52:48.11832281Z
40.24,1012,20.47,69,43848,62.88,2026-01-27T05:52:50.36898598Z
40.24,1012,20.47,68,43850,61.91,2026-01-27T05:52:52.315301251Z
40.24,1012,20.48,69,43852,63.62,2026-01-27T05:52:54.262080936Z
40.24,1012,20.46,69,43854,62.88,2026-01-27T05:52:56.000387922Z
40.25,1012,20.43,69,43855,62.88,2026-01-27T05:52:57.840249588Z
40.25,1012,20.43,70,43857,62.64,2026-01-27T05:52:59.789732936Z
40.26,1012,20.43,69,43859,63.13,2026-01-27T05:53:01.738845522Z
40.27,1012,20.44,69,43861,61.42,2026-01-27T05:53:03.429077179Z
40.28,1012,20.42,70,43863,62.39,2026-01-27T05:53:05.522773628Z
40.29,1012,20.41,69,43865,63.38,2026-01-27T05:53:07.570338376Z
40.29,1012,20.44,69,43867,62.88,2026-01-27T05:53:09.415244547Z
40.31,1012,20.46,69,43869,62.88,2026-01-27T05:53:11.261063555Z
40.32,1012,20.46,70,43871,63.13,2026-01-27T05:53:13.20056316Z
40.34,1012,20.45,69,43873,63.62,2026-01-27T05:53:14.908646689Z
40.36,1012,20.42,70,43874,62.88,2026-01-27T05:53:16.789777576Z
40.37,1012,20.39,70,43876,63.38,2026-01-27T05:53:18.627051132Z
40.39,1012,20.38,70,43878,62.88,2026-01-27T05:53:20.578944637Z
40.41,1012,20.36,70,43880,64.87,2026-01-27T05:53:22.420029739Z
40.43,1012,20.31,70,43882,62.15,2026-01-27T05:53:24.225394615Z
40.45,1012,20.28,70,43884,62.39,2026-01-27T05:53:26.208527406Z
40.46,1012,20.27,70,43886,62.64,2026-01-27T05:53:28.358696477Z
40.47,1012,20.3,69,43888,62.88,2026-01-27T05:53:30.820535102Z
40.48,1012,20.33,68,43890,62.15,2026-01-27T05:53:32.655920647Z
40.5,1012,20.34,69,43892,62.88,2026-01-27T05:53:34.611448831Z
40.51,1012,20.34,69,43894,62.39,2026-01-27T05:53:36.449573613Z
40.53,1012,20.34,69,43896,62.15,2026-01-27T05:53:38.392713948Z
40.55,1012,20.35,69,43898,62.64,2026-01-27T05:53:40.33968683Z
40.56,1012,20.37,68,43900,63.38,2026-01-27T05:53:42.391391192Z
40.57,1012,20.37,68,43902,63.13,2026-01-27T05:53:44.334817816Z
40.59,1012,20.37,68,43904,63.13,2026-01-27T05:53:46.03979018Z
40.62,1012,20.37,69,43906,63.62,2026-01-27T05:53:47.879211849Z
40.64,1012,20.36,69,43907,63.38,2026-01-27T05:53:49.867820775Z
40.65,1012,20.36,69,43909,63.62,2026-01-27T05:53:51.805615336Z
40.67,1012,20.33,69,43911,62.88,2026-01-27T05:53:53.758368156Z
40.69,1012,20.32,69,43913,62.88,2026-01-27T05:53:55.600522649Z
40.71,1012,20.3,69,43915,62.39,2026-01-27T05:53:57.539199088Z
40.73,1012,20.27,69,43917,62.39,2026-01-27T05:53:59.490758143Z
40.75,1012,20.24,69,43919,61.91,2026-01-27T05:54:01.533261397Z
40.77,1012,20.19,69,43921,61.91,2026-01-27T05:54:03.380057878Z
40.79,1012,20.16,69,43923,63.13,2026-01-27T05:54:05.222803503Z
40.82,1012,20.14,69,43925,62.39,2026-01-27T05:54:07.067079254Z
40.84,1012,20.12,69,43927,61.67,2026-01-27T05:54:09.115788404Z
40.85,1012,20.12,69,43929,62.15,2026-01-27T05:54:10.959643839Z
40.88,1012,20.08,69,43930,62.88,2026-01-27T05:54:12.80267931Z
40.9,1012,20.07,69,43932,62.64,2026-01-27T05:54:14.642681452Z
40.92,1012,20.04,70,43934,62.88,2026-01-27T05:54:16.49121184Z
40.93,1012,20.03,69,43936,62.88,2026-01-27T05:54:18.43306266Z
